Configuration,Best Result,Average Best,Worst Result,Average Mean,Runs,Best Vector,Best Time
cec2014_f5_60f8cea5,0.0019129780940586746,0.0019140139129731018,0.0019155613658877533,0.0019134232060375451,10,"[38.58823529411765, 71.2156862745098, 58.0392156862745, 71.84313725490196, -24.15686274509804, 76.86274509803923, 28.549019607843135, 50.50980392156862, -7.215686274509807, 70.58823529411765]",1.6670589447021484
cec2014_f5_671f7778,0.0019178010770980187,0.0019181068953183738,0.0019184862037400314,0.0019180004501946402,10,"[-17.88235294117647, 48.0, 38.58823529411765, 70.58823529411765, 73.72549019607843, -32.94117647058823, 26.66666666666667, 45.49019607843137, 37.33333333333333, 53.019607843137265]",1.6011099815368652
cec2014_f5_703a59db,0.001913732500584459,0.0019143510897222569,0.0019152700867854102,0.0019133792955552855,10,"[-75.6078431372549, 37.33333333333333, 52.39215686274511, 42.98039215686275, 39.21568627450981, 26.66666666666667, -72.47058823529412, -64.94117647058823, -78.11764705882354, 58.66666666666666]",17.487944841384888
cec2014_f5_73caf2b7,0.0019169749641718568,0.0019178616070331556,0.0019184632856462983,0.0019164945631056102,10,"[36.07843137254902, -0.3137254901960773, -9.725490196078425, -39.21568627450981, -78.11764705882354, 35.450980392156865, -68.70588235294117, 79.37254901960785, -31.058823529411768, -6.588235294117652]",1.627838134765625
cec2014_f5_77bb8ca0,0.0019183641532276752,0.0019185783429148285,0.0019189739772671154,0.0019184448449575283,10,"[-8.470588235294116, 46.117647058823536, -80.0, 55.529411764705884, 25.411764705882348, -17.254901960784316, -79.37254901960785, -60.549019607843135, 44.23529411764706, -64.31372549019608]",16.76003098487854
cec2014_f5_7f0c38e8,0.001918488334654597,0.001918803185125259,0.0019190332106765176,0.0019174983522096303,10,"[-43.6078431372549, -54.90196078431373, -51.13725490196079, -64.31372549019608, 14.74509803921569, 76.23529411764707, 51.13725490196077, 52.39215686274511, -22.274509803921568, -72.47058823529412]",16.73149085044861
cec2014_f5_7f4662e6,0.001917432778320407,0.0019181426860705845,0.0019188099989992647,0.0019165013387081632,10,"[-52.3921568627451, 17.882352941176464, 3.4509803921568647, 4.705882352941174, -44.23529411764706, -11.607843137254903, -48.0, 72.47058823529412, -38.588235294117645, -29.80392156862745]",1.6056509017944336
cec2014_f5_839bb271,0.0019168371053843046,0.0019174062342639138,0.0019178055298936672,0.0019173070738789395,10,"[54.274509803921575, 34.82352941176471, -51.13725490196079, -47.372549019607845, 26.039215686274517, -58.03921568627451, -77.49019607843137, -64.94117647058823, 32.31372549019608, 80.0]",1.6193649768829346
cec2014_f5_8fba6281,0.0019178368007787714,0.0019183987874922682,0.0019189995151627347,0.0019165855864983375,10,"[29.17647058823529, 68.70588235294119, 46.74509803921569, -4.705882352941174, -8.470588235294116, -31.686274509803923, 53.019607843137265, 73.09803921568627, -79.37254901960785, -38.588235294117645]",1.6455459594726562
cec2014_f5_95b69ad0,0.0019187032213508512,0.001925411686204912,0.001983235854472162,0.0019223780240682268,10,"[45.49019607843137, 63.05882352941177, 45.49019607843137, -24.784313725490193, -29.80392156862745, 2.82352941176471, 69.33333333333334, 9.09803921568627, 24.784313725490193, 56.78431372549019]",16.83299493789673
cec2014_f5_98a50849,0.0019132529776586956,0.001914101287869071,0.0019152926215820858,0.0019131869845641666,10,"[45.49019607843137, -9.725490196078425, -59.294117647058826, -41.09803921568628, -12.235294117647058, -2.1960784313725554, 67.45098039215685, -20.392156862745097, 74.98039215686273, 66.19607843137254]",17.70409655570984
cec2014_f5_9d001991,0.001918459088301175,0.001918909385686385,0.0019192342613997154,0.0019175587764215028,10,"[-19.137254901960787, -10.980392156862749, 61.80392156862746, -22.274509803921568, 74.35294117647058, -37.333333333333336, 23.529411764705884, -56.78431372549019, 31.686274509803923, 33.56862745098039]",17.303852796554565
cec2014_f5_a12d01ad,0.001918042507862617,0.001918465665933209,0.0019187830704262964,0.0019182884442896508,10,"[26.66666666666667, -29.176470588235297, 68.70588235294119, 36.07843137254902, -36.07843137254902, 53.64705882352942, -36.705882352941174, 74.35294117647058, 41.09803921568627, -33.568627450980394]",16.683589935302734
cec2014_f5_a2d19245,0.0019186105331662,0.0019189699710571687,0.001919186518045319,0.001917537661798647,10,"[9.725490196078425, 2.82352941176471, 4.705882352941174, 68.07843137254903, 71.84313725490196, 36.07843137254902, 10.980392156862749, -39.21568627450981, 8.470588235294116, 34.196078431372555]",17.022586822509766
cec2014_f5_a4f3a076,0.0019131802308495437,0.0019141102075256329,0.001915210122643402,0.0019131368704883678,10,"[-58.66666666666667, -22.901960784313722, -78.11764705882354, -61.17647058823529, -42.98039215686274, -59.92156862745098, -9.09803921568627, 17.25490196078431, 70.58823529411765, -78.11764705882354]",17.61597204208374
cec2014_f5_acb8ef4d,0.0019175700495693989,0.0019180821714023916,0.0019189251980751387,0.0019169587356714095,10,"[48.0, 66.8235294117647, -44.23529411764706, -11.607843137254903, -27.92156862745098, 43.6078431372549, -74.98039215686275, -36.07843137254902, 1.5686274509803866, -48.627450980392155]",1.614501953125
cec2014_f5_b2c9e3a6,0.001918324913985516,0.001918602861211663,0.001918892207642789,0.0019184744882257837,10,"[-38.588235294117645, -34.8235294117647, 3.4509803921568647, 2.1960784313725554, -70.58823529411765, 12.235294117647058, -71.2156862745098, -41.09803921568628, -79.37254901960785, -44.23529411764706]",16.98903799057007
cec2014_f5_b2edf9dd,0.001913181239842182,0.0019143012217803846,0.001915687666933743,0.001913224104731367,10,"[-44.23529411764706, 31.686274509803923, 10.980392156862749, -24.15686274509804, -53.64705882352941, -73.72549019607843, -22.274509803921568, -59.294117647058826, 80.0, -44.23529411764706]",17.735650062561035
cec2014_f5_b7e16c6d,0.0019177611499991158,0.0019183733016842528,0.0019188359104343913,0.0019168761641078942,10,"[-44.86274509803921, 23.529411764705884, -38.588235294117645, -56.15686274509804, -36.705882352941174, 58.0392156862745, -37.333333333333336, -70.58823529411765, 80.0, 53.64705882352942]",1.6182711124420166
cec2014_f5_bb65c95d,0.0019182380871314165,0.0019233764285518217,0.001966158522886164,0.0019230195176437787,10,"[75.60784313725489, -58.66666666666667, -69.33333333333333, -33.568627450980394, -48.0, -66.19607843137254, 39.21568627450981, -70.58823529411765, -14.117647058823536, -42.98039215686274]",18.58930993080139
cec2014_f5_c05bd1d4,0.0019180122996020905,0.001923032336354514,0.0019639674094539925,0.0019227951902421425,10,"[39.84313725490196, -59.92156862745098, 66.8235294117647, -14.74509803921569, -57.41176470588235, -21.647058823529413, -17.88235294117647, -53.01960784313725, 41.725490196078425, 65.56862745098039]",16.759353160858154
cec2014_f5_c58974cf,0.0019125446665940367,0.0019135844326559417,0.0019145437333141543,0.0019130478587615657,10,"[-29.176470588235297, -5.333333333333329, -61.17647058823529, -19.137254901960787, -78.74509803921569, -25.411764705882355, -76.23529411764706, -78.11764705882354, 34.82352941176471, -44.23529411764706]",1.6695117950439453
cec2014_f5_c5ca1747,0.0019169964906211663,0.001917624370737335,0.00191823646395764,0.0019175646708963923,10,"[-33.568627450980394, 22.274509803921575, -74.98039215686275, -27.294117647058826, 69.9607843137255, 22.90196078431373, -34.8235294117647, -2.1960784313725554, -20.392156862745097, 16.0]",1.6385831832885742
cec2014_f5_c852c0ee,0.0019166653330418802,0.0019179880189062772,0.0019185684008771913,0.0019178424103425864,10,"[-17.254901960784316, 11.607843137254903, -80.0, -51.13725490196079, -42.98039215686274, -31.058823529411768, 15.372549019607845, 56.78431372549019, -23.529411764705884, 68.70588235294119]",1.5853183269500732
cec2014_f5_cae4c0f6,0.0019180049606381205,0.001918405113548001,0.0019188004312441227,0.001916508215219246,10,"[20.392156862745097, 76.86274509803923, 9.725490196078425, -21.647058823529413, -53.01960784313725, 3.4509803921568647, -24.784313725490193, -57.41176470588235, -67.45098039215686, -73.72549019607843]",1.645298957824707
cec2014_f5_d1c2afe6,0.0019123670619213648,0.0019137855847356805,0.0019154957388235836,0.0019137855847356805,10,"[-56.15686274509804, -40.470588235294116, 38.58823529411765, -26.03921568627451, 24.15686274509804, -74.3529411764706, -61.80392156862745, -26.03921568627451, 17.25490196078431, 32.94117647058823]",17.44640588760376
cec2014_f5_d6f89cd0,0.0019124638165814196,0.0019135456593145767,0.0019149535195266427,0.0019135456593145767,10,"[-13.490196078431367, 61.176470588235304, -12.235294117647058, 76.86274509803923, -7.843137254901961, 61.176470588235304, 44.23529411764706, -52.3921568627451, -29.80392156862745, 63.05882352941177]",1.6678340435028076
cec2014_f5_e51334a5,0.0019127540436096712,0.001913617839361561,0.0019158144087159613,0.0019134295615584082,10,"[18.509803921568633, 43.6078431372549, -28.549019607843135, 14.74509803921569, -24.784313725490193, -15.372549019607845, 80.0, -12.862745098039213, 63.68627450980392, 65.56862745098039]",1.6955797672271729
cec2014_f5_e84719aa,0.0019188000533784163,0.0019189265888504086,0.0019190708647719651,0.0019174302621075181,10,"[10.352941176470594, -67.45098039215686, -65.56862745098039, -59.92156862745098, -15.372549019607845, -9.725490196078425, -5.960784313725483, -4.705882352941174, 10.980392156862749, -46.745098039215684]",17.080831050872803
cec2014_f5_f975c6f1,0.0019115618349804498,0.0019135405941327899,0.0019149640148617463,0.0019135405941327894,10,"[-68.07843137254902, -18.509803921568626, 11.607843137254903, 2.1960784313725554, -65.56862745098039, -4.078431372549019, -3.4509803921568647, 0.3137254901960773, 70.58823529411765, 28.549019607843135]",17.314581155776978
cec2014_f5_fb0c6939,0.0019128422103158371,0.0019139542615288323,0.0019153464002762421,0.0019130871098391531,10,"[-27.294117647058826, -76.23529411764706, 66.8235294117647, -42.98039215686274, 46.74509803921569, -12.862745098039213, -2.1960784313725554, 69.33333333333334, 13.490196078431367, 24.784313725490193]",17.64884305000305
cec2014_f5_fba66319,0.001917326489813219,0.0019178854970293574,0.0019188382021121447,0.0019177089813434988,10,"[-24.784313725490193, 65.56862745098039, 63.68627450980392, 8.470588235294116, 61.176470588235304, 10.352941176470594, -27.92156862745098, -14.74509803921569, -31.686274509803923, 8.470588235294116]",1.5897798538208008
cec2014_f5_fd0e8ed3,0.001917744581524843,0.0019181667466047678,0.0019186237979055007,0.0019172026070285344,10,"[-3.4509803921568647, -7.843137254901961, -0.941176470588232, 54.90196078431373, 37.33333333333333, 54.90196078431373, 28.549019607843135, 67.45098039215685, 48.0, -74.3529411764706]",1.630969762802124
cec2014_f5_ff2b26a5,0.0019183224247713996,0.0019274842679536564,0.001975579207200381,0.001926326364744667,10,"[5.960784313725483, -71.2156862745098, 5.960784313725483, 9.725490196078425, 17.882352941176464, 14.74509803921569, 42.98039215686275, -44.23529411764706, -74.3529411764706, 73.72549019607843]",17.028307914733887
